Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Nigeria,NGA,2005,Arable land (hectares),AG.LND.ARBL.HA,35782000
Nigeria,NGA,2004,Arable land (hectares),AG.LND.ARBL.HA,35751000
Nigeria,NGA,2003,Arable land (hectares),AG.LND.ARBL.HA,35719000
Nigeria,NGA,2002,Arable land (hectares),AG.LND.ARBL.HA,35688000
Nigeria,NGA,2001,Arable land (hectares),AG.LND.ARBL.HA,35651000
Nigeria,NGA,2000,Arable land (hectares),AG.LND.ARBL.HA,35000000
Nigeria,NGA,1999,Arable land (hectares),AG.LND.ARBL.HA,35000000
Nigeria,NGA,1998,Arable land (hectares),AG.LND.ARBL.HA,34000000
Nigeria,NGA,1997,Arable land (hectares),AG.LND.ARBL.HA,33200000
Nigeria,NGA,1996,Arable land (hectares),AG.LND.ARBL.HA,33100000
Nigeria,NGA,1995,Arable land (hectares),AG.LND.ARBL.HA,32900000
Nigeria,NGA,1994,Arable land (hectares),AG.LND.ARBL.HA,31000000
Nigeria,NGA,1993,Arable land (hectares),AG.LND.ARBL.HA,30100000
Nigeria,NGA,1992,Arable land (hectares),AG.LND.ARBL.HA,30100000
Nigeria,NGA,1991,Arable land (hectares),AG.LND.ARBL.HA,29000000
Nigeria,NGA,1990,Arable land (hectares),AG.LND.ARBL.HA,28074000
Nigeria,NGA,1989,Arable land (hectares),AG.LND.ARBL.HA,27888000
Nigeria,NGA,1988,Arable land (hectares),AG.LND.ARBL.HA,27712000
Nigeria,NGA,1987,Arable land (hectares),AG.LND.ARBL.HA,27482000
Nigeria,NGA,1986,Arable land (hectares),AG.LND.ARBL.HA,27360000
Nigeria,NGA,1985,Arable land (hectares),AG.LND.ARBL.HA,27213000
Nigeria,NGA,1984,Arable land (hectares),AG.LND.ARBL.HA,27065000
Nigeria,NGA,1983,Arable land (hectares),AG.LND.ARBL.HA,26918000
Nigeria,NGA,1982,Arable land (hectares),AG.LND.ARBL.HA,26771000
Nigeria,NGA,1981,Arable land (hectares),AG.LND.ARBL.HA,26623000
Nigeria,NGA,1980,Arable land (hectares),AG.LND.ARBL.HA,26476000
Nigeria,NGA,1979,Arable land (hectares),AG.LND.ARBL.HA,26328000
Nigeria,NGA,1978,Arable land (hectares),AG.LND.ARBL.HA,26181000
Nigeria,NGA,1977,Arable land (hectares),AG.LND.ARBL.HA,26034000
Nigeria,NGA,1976,Arable land (hectares),AG.LND.ARBL.HA,25886000
Nigeria,NGA,1975,Arable land (hectares),AG.LND.ARBL.HA,25739000
Nigeria,NGA,1974,Arable land (hectares),AG.LND.ARBL.HA,25592000
Nigeria,NGA,1973,Arable land (hectares),AG.LND.ARBL.HA,25444000
Nigeria,NGA,1972,Arable land (hectares),AG.LND.ARBL.HA,25297000
Nigeria,NGA,1971,Arable land (hectares),AG.LND.ARBL.HA,25150000
Nigeria,NGA,1970,Arable land (hectares),AG.LND.ARBL.HA,25002000
Nigeria,NGA,1969,Arable land (hectares),AG.LND.ARBL.HA,24855000
Nigeria,NGA,1968,Arable land (hectares),AG.LND.ARBL.HA,24708000
Nigeria,NGA,1967,Arable land (hectares),AG.LND.ARBL.HA,24560000
Nigeria,NGA,1966,Arable land (hectares),AG.LND.ARBL.HA,24413000
Nigeria,NGA,1965,Arable land (hectares),AG.LND.ARBL.HA,24265000
Nigeria,NGA,1964,Arable land (hectares),AG.LND.ARBL.HA,24118000
Nigeria,NGA,1963,Arable land (hectares),AG.LND.ARBL.HA,23971000
Nigeria,NGA,1962,Arable land (hectares),AG.LND.ARBL.HA,23823000
Nigeria,NGA,1961,Arable land (hectares),AG.LND.ARBL.HA,23676000
Nigeria,NGA,2021,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.172782433968322
Nigeria,NGA,2020,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.176990636445551
Nigeria,NGA,2019,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.181363429982649
Nigeria,NGA,2018,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.183580000855194
Nigeria,NGA,2017,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.18687733792736
Nigeria,NGA,2016,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.191496198133419
Nigeria,NGA,2015,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.19618384192877
Nigeria,NGA,2014,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.201060306853283
Nigeria,NGA,2013,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.206231325810394
Nigeria,NGA,2012,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.211687800717153
Nigeria,NGA,2011,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.217395055333723
Nigeria,NGA,2010,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.223295203099009
Nigeria,NGA,2009,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.235459762581819
Nigeria,NGA,2008,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.235440412037849
Nigeria,NGA,2007,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.241715735174447
Nigeria,NGA,2006,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.248140085644427
Nigeria,NGA,2005,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.254692975383812
Nigeria,NGA,2004,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.261420181313334
Nigeria,NGA,2003,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.268322216016534
Nigeria,NGA,2002,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.275406440963958
Nigeria,NGA,2001,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.282602007069561
Nigeria,NGA,2000,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.284895683898764
Nigeria,NGA,1999,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.292408494834374
Nigeria,NGA,1998,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.291368981476963
Nigeria,NGA,1997,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.291762504864063
Nigeria,NGA,1996,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.298315957750637
Nigeria,NGA,1995,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.304101366136104
Nigeria,NGA,1994,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.293961125310118
Nigeria,NGA,1993,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.292871455264153
Nigeria,NGA,1992,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.300453040262853
Nigeria,NGA,1991,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.296871506641323
Nigeria,NGA,1990,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.294850801597916
Nigeria,NGA,1989,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.300698489986378
Nigeria,NGA,1988,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.306713337593069
Nigeria,NGA,1987,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.312138721889726
Nigeria,NGA,1986,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.318865565822926
Nigeria,NGA,1985,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.325571792564217
Nigeria,NGA,1984,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.332749130035913
Nigeria,NGA,1983,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.339224473723814
Nigeria,NGA,1982,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.345931886372094
Nigeria,NGA,1981,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.354145167220755
Nigeria,NGA,1980,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.36292635707981
Nigeria,NGA,1979,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.372125593744773
Nigeria,NGA,1978,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.381461815411471
Nigeria,NGA,1977,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.390961629099895
Nigeria,NGA,1976,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.400350674155366
Nigeria,NGA,1975,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.409522079666372
Nigeria,NGA,1974,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.418457583203722
Nigeria,NGA,1973,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.426873745731221
Nigeria,NGA,1972,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.434851861405593
Nigeria,NGA,1971,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.442488666044285
Nigeria,NGA,1970,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.449924980111308
Nigeria,NGA,1969,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.457223272305846
Nigeria,NGA,1968,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.464347768137861
Nigeria,NGA,1967,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.471340709649114
Nigeria,NGA,1966,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.478495851925281
Nigeria,NGA,1965,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.486021265278098
Nigeria,NGA,1964,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.493651467736055
Nigeria,NGA,1963,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.501248688668315
Nigeria,NGA,1962,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.508800966728244
Nigeria,NGA,1961,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.516317483961087
Nigeria,NGA,2021,Arable land (% of land area),AG.LND.ARBL.ZS,40.4844252665327
Nigeria,NGA,2020,Arable land (% of land area),AG.LND.ARBL.ZS,40.4844252665327
Nigeria,NGA,2019,Arable land (% of land area),AG.LND.ARBL.ZS,40.4844252665327
Nigeria,NGA,2018,Arable land (% of land area),AG.LND.ARBL.ZS,39.9881419019072
Nigeria,NGA,2017,Arable land (% of land area),AG.LND.ARBL.ZS,39.7026691700429
Nigeria,NGA,2016,Arable land (% of land area),AG.LND.ARBL.ZS,39.6686320366283
Nigeria,NGA,2015,Arable land (% of land area),AG.LND.ARBL.ZS,39.6334969311681
Nigeria,NGA,2014,Arable land (% of land area),AG.LND.ARBL.ZS,39.5994597977536
Nigeria,NGA,2013,Arable land (% of land area),AG.LND.ARBL.ZS,39.5643246922933
Nigeria,NGA,2012,Arable land (% of land area),AG.LND.ARBL.ZS,39.5302875588788
Nigeria,NGA,2011,Arable land (% of land area),AG.LND.ARBL.ZS,39.4951524534185
Nigeria,NGA,2010,Arable land (% of land area),AG.LND.ARBL.ZS,39.461115320004
Nigeria,NGA,2009,Arable land (% of land area),AG.LND.ARBL.ZS,40.4844252665327
Nigeria,NGA,2008,Arable land (% of land area),AG.LND.ARBL.ZS,39.3919430811292
Nigeria,NGA,2007,Arable land (% of land area),AG.LND.ARBL.ZS,39.3568079756689
Nigeria,NGA,2006,Arable land (% of land area),AG.LND.ARBL.ZS,39.3227708422544
Nigeria,NGA,2005,Arable land (% of land area),AG.LND.ARBL.ZS,39.2876357367941
Nigeria,NGA,2004,Arable land (% of land area),AG.LND.ARBL.ZS,39.2535986033796
Nigeria,NGA,2003,Arable land (% of land area),AG.LND.ARBL.ZS,39.2184634979193
Nigeria,NGA,2002,Arable land (% of land area),AG.LND.ARBL.ZS,39.1844263645048
Nigeria,NGA,2001,Arable land (% of land area),AG.LND.ARBL.ZS,39.1438013988164
Nigeria,NGA,2000,Arable land (% of land area),AG.LND.ARBL.ZS,38.4290215971101
Nigeria,NGA,1999,Arable land (% of land area),AG.LND.ARBL.ZS,38.4290215971101
Nigeria,NGA,1998,Arable land (% of land area),AG.LND.ARBL.ZS,37.3310495514784
Nigeria,NGA,1997,Arable land (% of land area),AG.LND.ARBL.ZS,36.452671914973
Nigeria,NGA,1996,Arable land (% of land area),AG.LND.ARBL.ZS,36.3428747104099
Nigeria,NGA,1995,Arable land (% of land area),AG.LND.ARBL.ZS,36.1232803012835
Nigeria,NGA,1994,Arable land (% of land area),AG.LND.ARBL.ZS,34.0371334145833
Nigeria,NGA,1993,Arable land (% of land area),AG.LND.ARBL.ZS,33.0489585735147
Nigeria,NGA,1992,Arable land (% of land area),AG.LND.ARBL.ZS,33.0489585735147
Nigeria,NGA,1991,Arable land (% of land area),AG.LND.ARBL.ZS,31.8411893233198
Nigeria,NGA,1990,Arable land (% of land area),AG.LND.ARBL.ZS,30.8244672090649
Nigeria,NGA,1989,Arable land (% of land area),AG.LND.ARBL.ZS,30.6202444085774
Nigeria,NGA,1988,Arable land (% of land area),AG.LND.ARBL.ZS,30.4270013285462
Nigeria,NGA,1987,Arable land (% of land area),AG.LND.ARBL.ZS,30.1744677580509
Nigeria,NGA,1986,Arable land (% of land area),AG.LND.ARBL.ZS,30.0405151684838
Nigeria,NGA,1985,Arable land (% of land area),AG.LND.ARBL.ZS,29.879113277776
Nigeria,NGA,1984,Arable land (% of land area),AG.LND.ARBL.ZS,29.7166134150225
Nigeria,NGA,1983,Arable land (% of land area),AG.LND.ARBL.ZS,29.5552115243146
Nigeria,NGA,1982,Arable land (% of land area),AG.LND.ARBL.ZS,29.3938096336067
Nigeria,NGA,1981,Arable land (% of land area),AG.LND.ARBL.ZS,29.2313097708532
Nigeria,NGA,1980,Arable land (% of land area),AG.LND.ARBL.ZS,29.0699078801454
Nigeria,NGA,1979,Arable land (% of land area),AG.LND.ARBL.ZS,28.9074080173919
Nigeria,NGA,1978,Arable land (% of land area),AG.LND.ARBL.ZS,28.746006126684
Nigeria,NGA,1977,Arable land (% of land area),AG.LND.ARBL.ZS,28.5846042359762
Nigeria,NGA,1976,Arable land (% of land area),AG.LND.ARBL.ZS,28.4221043732227
Nigeria,NGA,1975,Arable land (% of land area),AG.LND.ARBL.ZS,28.2607024825148
Nigeria,NGA,1974,Arable land (% of land area),AG.LND.ARBL.ZS,28.0993005918069
Nigeria,NGA,1973,Arable land (% of land area),AG.LND.ARBL.ZS,27.9368007290534
Nigeria,NGA,1972,Arable land (% of land area),AG.LND.ARBL.ZS,27.7753988383456
Nigeria,NGA,1971,Arable land (% of land area),AG.LND.ARBL.ZS,27.6139969476377
Nigeria,NGA,1970,Arable land (% of land area),AG.LND.ARBL.ZS,27.4514970848842
Nigeria,NGA,1969,Arable land (% of land area),AG.LND.ARBL.ZS,27.2900951941764
Nigeria,NGA,1968,Arable land (% of land area),AG.LND.ARBL.ZS,27.1286933034685
Nigeria,NGA,1967,Arable land (% of land area),AG.LND.ARBL.ZS,26.966193440715
Nigeria,NGA,1966,Arable land (% of land area),AG.LND.ARBL.ZS,26.8047915500071
Nigeria,NGA,1965,Arable land (% of land area),AG.LND.ARBL.ZS,26.6422916872536
Nigeria,NGA,1964,Arable land (% of land area),AG.LND.ARBL.ZS,26.4808897965458
Nigeria,NGA,1963,Arable land (% of land area),AG.LND.ARBL.ZS,26.3194879058379
Nigeria,NGA,1962,Arable land (% of land area),AG.LND.ARBL.ZS,26.1569880430844
Nigeria,NGA,1961,Arable land (% of land area),AG.LND.ARBL.ZS,25.9955861523766
Nigeria,NGA,2021,Land under cereal production (hectares),AG.LND.CREL.HA,18275916
Nigeria,NGA,2020,Land under cereal production (hectares),AG.LND.CREL.HA,17521794
Nigeria,NGA,2019,Land under cereal production (hectares),AG.LND.CREL.HA,18041452
Nigeria,NGA,2018,Land under cereal production (hectares),AG.LND.CREL.HA,18158922
Nigeria,NGA,2017,Land under cereal production (hectares),AG.LND.CREL.HA,18676572
Nigeria,NGA,2016,Land under cereal production (hectares),AG.LND.CREL.HA,17443380
Nigeria,NGA,2015,Land under cereal production (hectares),AG.LND.CREL.HA,16541075
Nigeria,NGA,2014,Land under cereal production (hectares),AG.LND.CREL.HA,16948908
Nigeria,NGA,2013,Land under cereal production (hectares),AG.LND.CREL.HA,15888765
Nigeria,NGA,2012,Land under cereal production (hectares),AG.LND.CREL.HA,15316190
Nigeria,NGA,2011,Land under cereal production (hectares),AG.LND.CREL.HA,15512438
Nigeria,NGA,2010,Land under cereal production (hectares),AG.LND.CREL.HA,16132376
Nigeria,NGA,2009,Land under cereal production (hectares),AG.LND.CREL.HA,13890000
Nigeria,NGA,2008,Land under cereal production (hectares),AG.LND.CREL.HA,18899000
Nigeria,NGA,2007,Land under cereal production (hectares),AG.LND.CREL.HA,19410000
Nigeria,NGA,2006,Land under cereal production (hectares),AG.LND.CREL.HA,19147000
Nigeria,NGA,2005,Land under cereal production (hectares),AG.LND.CREL.HA,18310000
Nigeria,NGA,2004,Land under cereal production (hectares),AG.LND.CREL.HA,17716000
Nigeria,NGA,2003,Land under cereal production (hectares),AG.LND.CREL.HA,17371000
Nigeria,NGA,2002,Land under cereal production (hectares),AG.LND.CREL.HA,17027000
Nigeria,NGA,2001,Land under cereal production (hectares),AG.LND.CREL.HA,16286000
Nigeria,NGA,2000,Land under cereal production (hectares),AG.LND.CREL.HA,18242000
Nigeria,NGA,1999,Land under cereal production (hectares),AG.LND.CREL.HA,18079200
Nigeria,NGA,1998,Land under cereal production (hectares),AG.LND.CREL.HA,18339000
Nigeria,NGA,1997,Land under cereal production (hectares),AG.LND.CREL.HA,18476000
Nigeria,NGA,1996,Land under cereal production (hectares),AG.LND.CREL.HA,17752600
Nigeria,NGA,1995,Land under cereal production (hectares),AG.LND.CREL.HA,18598000
Nigeria,NGA,1994,Land under cereal production (hectares),AG.LND.CREL.HA,17993000
Nigeria,NGA,1993,Land under cereal production (hectares),AG.LND.CREL.HA,17423700
Nigeria,NGA,1992,Land under cereal production (hectares),AG.LND.CREL.HA,16836000
Nigeria,NGA,1991,Land under cereal production (hectares),AG.LND.CREL.HA,17014000
Nigeria,NGA,1990,Land under cereal production (hectares),AG.LND.CREL.HA,15400000
Nigeria,NGA,1989,Land under cereal production (hectares),AG.LND.CREL.HA,14372700
Nigeria,NGA,1988,Land under cereal production (hectares),AG.LND.CREL.HA,12685000
Nigeria,NGA,1987,Land under cereal production (hectares),AG.LND.CREL.HA,13231000
Nigeria,NGA,1986,Land under cereal production (hectares),AG.LND.CREL.HA,12675000
Nigeria,NGA,1985,Land under cereal production (hectares),AG.LND.CREL.HA,9527000
Nigeria,NGA,1984,Land under cereal production (hectares),AG.LND.CREL.HA,8294000
Nigeria,NGA,1983,Land under cereal production (hectares),AG.LND.CREL.HA,5785000
Nigeria,NGA,1982,Land under cereal production (hectares),AG.LND.CREL.HA,5186000
Nigeria,NGA,1981,Land under cereal production (hectares),AG.LND.CREL.HA,4864500
Nigeria,NGA,1980,Land under cereal production (hectares),AG.LND.CREL.HA,7165000
Nigeria,NGA,1979,Land under cereal production (hectares),AG.LND.CREL.HA,6113000
Nigeria,NGA,1978,Land under cereal production (hectares),AG.LND.CREL.HA,6554000
Nigeria,NGA,1977,Land under cereal production (hectares),AG.LND.CREL.HA,7460000
Nigeria,NGA,1976,Land under cereal production (hectares),AG.LND.CREL.HA,9874000
Nigeria,NGA,1975,Land under cereal production (hectares),AG.LND.CREL.HA,8632000
Nigeria,NGA,1974,Land under cereal production (hectares),AG.LND.CREL.HA,10325000
Nigeria,NGA,1973,Land under cereal production (hectares),AG.LND.CREL.HA,12504500
Nigeria,NGA,1972,Land under cereal production (hectares),AG.LND.CREL.HA,8869500
Nigeria,NGA,1971,Land under cereal production (hectares),AG.LND.CREL.HA,11736500
Nigeria,NGA,1970,Land under cereal production (hectares),AG.LND.CREL.HA,12424000
Nigeria,NGA,1969,Land under cereal production (hectares),AG.LND.CREL.HA,14400000
Nigeria,NGA,1968,Land under cereal production (hectares),AG.LND.CREL.HA,11039000
Nigeria,NGA,1967,Land under cereal production (hectares),AG.LND.CREL.HA,10635000
Nigeria,NGA,1966,Land under cereal production (hectares),AG.LND.CREL.HA,10102000
Nigeria,NGA,1965,Land under cereal production (hectares),AG.LND.CREL.HA,12245000
Nigeria,NGA,1964,Land under cereal production (hectares),AG.LND.CREL.HA,11291000
Nigeria,NGA,1963,Land under cereal production (hectares),AG.LND.CREL.HA,10741000
Nigeria,NGA,1962,Land under cereal production (hectares),AG.LND.CREL.HA,10634000
Nigeria,NGA,1961,Land under cereal production (hectares),AG.LND.CREL.HA,10621000
Nigeria,NGA,2021,Permanent cropland (% of land area),AG.LND.CROP.ZS,7.24661550116934
Nigeria,NGA,2020,Permanent cropland (% of land area),AG.LND.CROP.ZS,7.24661550116934
Nigeria,NGA,2019,Permanent cropland (% of land area),AG.LND.CROP.ZS,7.24661550116934
Nigeria,NGA,2018,Permanent cropland (% of land area),AG.LND.CROP.ZS,7.24661550116934
Nigeria,NGA,2017,Permanent cropland (% of land area),AG.LND.CROP.ZS,7.24661550116934
Nigeria,NGA,2016,Permanent cropland (% of land area),AG.LND.CROP.ZS,7.13681829660617
Nigeria,NGA,2015,Permanent cropland (% of land area),AG.LND.CROP.ZS,7.13681829660617
Nigeria,NGA,2014,Permanent cropland (% of land area),AG.LND.CROP.ZS,7.13681829660617
Nigeria,NGA,2013,Permanent cropland (% of land area),AG.LND.CROP.ZS,7.13681829660617
Nigeria,NGA,2012,Permanent cropland (% of land area),AG.LND.CROP.ZS,7.13681829660617
Nigeria,NGA,2011,Permanent cropland (% of land area),AG.LND.CROP.ZS,7.13681829660617
Nigeria,NGA,2010,Permanent cropland (% of land area),AG.LND.CROP.ZS,7.13681829660617
Nigeria,NGA,2009,Permanent cropland (% of land area),AG.LND.CROP.ZS,7.13681829660617
Nigeria,NGA,2008,Permanent cropland (% of land area),AG.LND.CROP.ZS,7.13681829660617
Nigeria,NGA,2007,Permanent cropland (% of land area),AG.LND.CROP.ZS,7.027021092043
Nigeria,NGA,2006,Permanent cropland (% of land area),AG.LND.CROP.ZS,7.027021092043
Nigeria,NGA,2005,Permanent cropland (% of land area),AG.LND.CROP.ZS,7.027021092043
Nigeria,NGA,2004,Permanent cropland (% of land area),AG.LND.CROP.ZS,6.91722388747982
Nigeria,NGA,2003,Permanent cropland (% of land area),AG.LND.CROP.ZS,6.80742668291665
Nigeria,NGA,2002,Permanent cropland (% of land area),AG.LND.CROP.ZS,6.69762947835348
Nigeria,NGA,2001,Permanent cropland (% of land area),AG.LND.CROP.ZS,6.58783227379031
Nigeria,NGA,2000,Permanent cropland (% of land area),AG.LND.CROP.ZS,6.36823786466397
Nigeria,NGA,1999,Permanent cropland (% of land area),AG.LND.CROP.ZS,6.03884625097445
Nigeria,NGA,1998,Permanent cropland (% of land area),AG.LND.CROP.ZS,5.87415044412969
Nigeria,NGA,1997,Permanent cropland (% of land area),AG.LND.CROP.ZS,5.81925184184811
Nigeria,NGA,1996,Permanent cropland (% of land area),AG.LND.CROP.ZS,5.70945463728493
Nigeria,NGA,1995,Permanent cropland (% of land area),AG.LND.CROP.ZS,5.70945463728493
Nigeria,NGA,1994,Permanent cropland (% of land area),AG.LND.CROP.ZS,5.38006302359542
Nigeria,NGA,1993,Permanent cropland (% of land area),AG.LND.CROP.ZS,5.27026581903225
Nigeria,NGA,1992,Permanent cropland (% of land area),AG.LND.CROP.ZS,4.83107700077956
Nigeria,NGA,1991,Permanent cropland (% of land area),AG.LND.CROP.ZS,4.72127979621639
Nigeria,NGA,1990,Permanent cropland (% of land area),AG.LND.CROP.ZS,4.39188818252687
Nigeria,NGA,1989,Permanent cropland (% of land area),AG.LND.CROP.ZS,4.39188818252687
Nigeria,NGA,1988,Permanent cropland (% of land area),AG.LND.CROP.ZS,4.39188818252687
Nigeria,NGA,1987,Permanent cropland (% of land area),AG.LND.CROP.ZS,4.39188818252687
Nigeria,NGA,1986,Permanent cropland (% of land area),AG.LND.CROP.ZS,4.39188818252687
Nigeria,NGA,1985,Permanent cropland (% of land area),AG.LND.CROP.ZS,4.2820909779637
Nigeria,NGA,1984,Permanent cropland (% of land area),AG.LND.CROP.ZS,4.06249656883736
Nigeria,NGA,1983,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.84290215971101
Nigeria,NGA,1982,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.84290215971101
Nigeria,NGA,1981,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.84290215971101
Nigeria,NGA,1980,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.84290215971101
Nigeria,NGA,1979,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.73310495514784
Nigeria,NGA,1978,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.5135105460215
Nigeria,NGA,1977,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.5135105460215
Nigeria,NGA,1976,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.45861194373991
Nigeria,NGA,1975,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.45861194373991
Nigeria,NGA,1974,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.45861194373991
Nigeria,NGA,1973,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.45861194373991
Nigeria,NGA,1972,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.45861194373991
Nigeria,NGA,1971,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.45861194373991
Nigeria,NGA,1970,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.45861194373991
Nigeria,NGA,1969,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.40371334145833
Nigeria,NGA,1968,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.29391613689515
Nigeria,NGA,1967,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.29391613689515
Nigeria,NGA,1966,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.73310495514784
Nigeria,NGA,1965,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.84290215971101
Nigeria,NGA,1964,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.84290215971101
Nigeria,NGA,1963,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.84290215971101
Nigeria,NGA,1962,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.84290215971101
Nigeria,NGA,1961,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.84290215971101
Nigeria,NGA,2015,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,18125.3554008
Nigeria,NGA,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,18382.6993061
Nigeria,NGA,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,18509.4585403
Nigeria,NGA,2015,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,1.99791283214925
Nigeria,NGA,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,2.02627921059013
Nigeria,NGA,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,2.04025156561357
Nigeria,NGA,2021,Forest area (sq. km),AG.LND.FRST.K2,214636.5
Nigeria,NGA,2020,Forest area (sq. km),AG.LND.FRST.K2,216269.5
Nigeria,NGA,2019,Forest area (sq. km),AG.LND.FRST.K2,217902.5
Nigeria,NGA,2018,Forest area (sq. km),AG.LND.FRST.K2,219535.5
Nigeria,NGA,2017,Forest area (sq. km),AG.LND.FRST.K2,221168.5
Nigeria,NGA,2016,Forest area (sq. km),AG.LND.FRST.K2,222801.479
Nigeria,NGA,2015,Forest area (sq. km),AG.LND.FRST.K2,224434.5
Nigeria,NGA,2014,Forest area (sq. km),AG.LND.FRST.K2,226067.56
Nigeria,NGA,2013,Forest area (sq. km),AG.LND.FRST.K2,227700.62
Nigeria,NGA,2012,Forest area (sq. km),AG.LND.FRST.K2,229333.68
Nigeria,NGA,2011,Forest area (sq. km),AG.LND.FRST.K2,230966.74
Nigeria,NGA,2010,Forest area (sq. km),AG.LND.FRST.K2,232599.8
